Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,Beds Available
2005.0,Los Angeles,106190413.0,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,General Acute Care,Intensive Care,2920.0,155.0,2271.0,605,1408.0
2005.0,Los Angeles,106190422.0,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,479.0,7699.0,1439,2978.0
2005.0,Los Angeles,106190429.0,KAISER FND HOSP - SUNSET,General Acute Care,Intensive Care,21900.0,1803.0,15618.0,2032,10117.0
2005.0,Los Angeles,106190430.0,KAISER FND HOSP - BELLFLOWER,General Acute Care,Intensive Care,8760.0,275.0,3292.0,1016,6759.0
2005.0,Los Angeles,106190431.0,KAISER FND HOSP - HARBOR CITY,General Acute Care,Intensive Care,3650.0,209.0,2600.0,948,2207.0
2005.0,Los Angeles,106190432.0,KAISER FND HOSP - PANORAMA CITY,General Acute Care,Intensive Care,10950.0,319.0,2856.0,1141,9554.0
2005.0,Los Angeles,106190434.0,KAISER FND HOSP - WEST LA,General Acute Care,Intensive Care,12410.0,744.0,6033.0,927,8048.0
2005.0,Los Angeles,106190449.0,KINDRED HOSPITAL - LA MIRADA,General Acute Care,Intensive Care,2190.0,55.0,1809.0,93,528.0
2005.0,Los Angeles,106190458.0,KINDRED HOSPITAL - SAN GABRIEL VALLEY,General Acute Care,Intensive Care,2190.0,58.0,1120.0,137,1265.0
2005.0,Los Angeles,106190468.0,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,General Acute Care,Intensive Care,730.0,21.0,395.0,0,356.0
2005.0,Los Angeles,106190470.0,LITTLE COMPANY OF MARY HOSPITAL,General Acute Care,Intensive Care,10220.0,587.0,7658.0,907,4056.0
2005.0,Los Angeles,106190475.0,COMMUNITY HOSPITAL OF LONG BEACH,General Acute Care,Intensive Care,7665.0,344.0,2586.0,0,5423.0
2005.0,Los Angeles,106190500.0,CENTINELA FREEMAN REG MED CTR-MARINA CAMPUS,General Acute Care,Intensive Care,4380.0,227.0,2728.0,244,2122.0
2005.0,Los Angeles,106190517.0,ENCINO-TARZANA REGIONAL MED CTR-TARZANA,General Acute Care,Intensive Care,6205.0,262.0,4715.0,0,1751.0
2005.0,Los Angeles,106190521.0,MEMORIAL HOSPITAL OF GARDENA,General Acute Care,Intensive Care,1825.0,253.0,3445.0,517,-850.0
2005.0,Los Angeles,106190522.0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,4380.0,375.0,3399.0,660,2016.0
2005.0,Los Angeles,106190524.0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,General Acute Care,Intensive Care,1825.0,167.0,1809.0,407,590.0
2005.0,Los Angeles,106190525.0,LONG BEACH MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,22265.0,2958.0,18918.0,3627,9932.0
2005.0,Los Angeles,106190529.0,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,General Acute Care,Intensive Care,3285.0,231.0,3037.0,459,937.0
2005.0,Los Angeles,106190534.0,OLYMPIA MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0
2005.0,Los Angeles,106190547.0,MONTEREY PARK HOSPITAL,General Acute Care,Intensive Care,1460.0,101.0,1213.0,234,582.0
2005.0,Los Angeles,106190552.0,MOTION PICTURE AND TELEVISION HOSPITAL,General Acute Care,Intensive Care,1460.0,1010.0,4305.0,0,-1834.0
2005.0,Los Angeles,106190555.0,CEDARS SINAI MEDICAL CENTER,General Acute Care,Intensive Care,19710.0,1914.0,16910.0,5614,10328.0
2005.0,Los Angeles,106190568.0,NORTHRIDGE HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,441.0,4790.0,669,5080.0
2005.0,Los Angeles,106190570.0,NORWALK COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,194.0,1836.0,0,548.0
2005.0,Los Angeles,106190581.0,ORTHOPAEDIC HOSPITAL,General Acute Care,Intensive Care,3096.0,8.0,311.0,164,2957.0
2005.0,Los Angeles,106190587.0,PACIFIC HOSPITAL OF LONG BEACH,General Acute Care,Intensive Care,2920.0,100.0,1100.0,0,1920.0
2005.0,Los Angeles,106190599.0,PROMISE HOSPITAL OF EAST LOSANGELES-SUBURBAN CAMPUS,General Acute Care,Intensive Care,2555.0,13.0,78.0,0,2490.0
2005.0,Los Angeles,106190630.0,POMONA VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,297.0,5361.0,969,9045.0
2005.0,Los Angeles,106190631.0,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,8760.0,1919.0,5191.0,0,5488.0
2005.0,Los Angeles,106190636.0,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,General Acute Care,Intensive Care,7300.0,248.0,3993.0,760,4314.0
2005.0,Los Angeles,106190673.0,SAN DIMAS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,187.0,1167.0,312,792.0
2005.0,Los Angeles,106190680.0,LITTLE COMPANY OF MARY - SAN PEDRO HOSPITAL,General Acute Care,Intensive Care,4380.0,222.0,2335.0,955,3222.0
2005.0,Los Angeles,106190687.0,SANTA MONICA - UCLA MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,326.0,4885.0,869,4340.0
2005.0,Los Angeles,106190696.0,PACIFICA HOSPITAL OF THE VALLEY,General Acute Care,Intensive Care,2555.0,160.0,1928.0,0,787.0
2005.0,Los Angeles,106190708.0,SHERMAN OAKS HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,2920.0,442.0,4825.0,736,-727.0
2005.0,Los Angeles,106190754.0,ST. FRANCIS MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,2702.0,10597.0,0,5245.0
2005.0,Los Angeles,106190756.0,ST. JOHNS HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,12775.0,786.0,6233.0,1218,8546.0
2005.0,Los Angeles,106190758.0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,General Acute Care,Intensive Care,13340.0,492.0,8586.0,0,5246.0
2005.0,Los Angeles,106190762.0,ST. VINCENT MEDICAL CENTER,General Acute Care,Intensive Care,24455.0,142.0,4812.0,2045,21830.0
2005.0,Los Angeles,106190784.0,TEMPLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,40.0,984.0,0,1246.0
2005.0,Los Angeles,106190796.0,UCLA MEDICAL CENTER,General Acute Care,Intensive Care,25550.0,395.0,23628.0,3187,5503.0
2005.0,Los Angeles,106190812.0,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care,Intensive Care,10950.0,524.0,5729.0,773,6518.0
2005.0,Los Angeles,106190818.0,VERDUGO HILLS HOSPITAL,General Acute Care,Intensive Care,2190.0,143.0,1562.0,330,1101.0
2005.0,Los Angeles,106190854.0,LOS ANGELES METROPOLITAN MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,47.0,683.0,79,903.0
2005.0,Los Angeles,106190857.0,"DOCTORS HOSPITAL OF WEST COVINA, INC",General Acute Care,Intensive Care,1095.0,0.0,0.0,0,1094.0
2005.0,Los Angeles,106190859.0,WEST HILLS HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,149.0,2194.0,395,1270.0
2005.0,Los Angeles,106190878.0,WHITE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,233.0,4745.0,690,3478.0
2005.0,Los Angeles,106190883.0,WHITTIER HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,538.0,3652.0,0,2726.0
2005.0,Los Angeles,106190949.0,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,157.0,1986.0,581,941.0
2005.0,Los Angeles,106191216.0,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",General Acute Care,Intensive Care,4745.0,111.0,3331.0,0,1524.0
2005.0,Los Angeles,106191227.0,LOS ANGELES CO HARBOR-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,988.0,15366.0,2770,4451.0
2005.0,Los Angeles,106191228.0,LOS ANGELES CO USC MEDICAL CENTER,General Acute Care,Intensive Care,29290.0,826.0,17895.0,2932,15152.0
2005.0,Los Angeles,106191230.0,LOS ANGELES CO MARTIN LUTHER KING JR/DREW MED CTR,General Acute Care,Intensive Care,19345.0,275.0,7908.0,2222,13934.0
2005.0,Los Angeles,106191231.0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,15330.0,235.0,3249.0,1123,13439.0
2005.0,Los Angeles,106191306.0,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,General Acute Care,Intensive Care,8760.0,69.0,1218.0,83,7694.0
2005.0,Los Angeles,106191450.0,KAISER FND HOSP - WOODLAND HILLS,General Acute Care,Intensive Care,4015.0,251.0,2806.0,704,2164.0
2005.0,Los Angeles,106194219.0,USC UNIVERSITY HOSPITAL,General Acute Care,Intensive Care,16060.0,535.0,13428.0,4776,7942.0
2005.0,Los Angeles,106196035.0,KAISER FND HOSP - BALDWIN PARK,General Acute Care,Intensive Care,4380.0,266.0,3069.0,712,2289.0
2005.0,Los Angeles,106196168.0,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,General Acute Care,Intensive Care,7300.0,393.0,5200.0,1540,4033.0
2005.0,Madera,106201281.0,MADERA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,468.0,4746.0,0,-628.0
2005.0,Madera,106204019.0,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,General Acute Care,Intensive Care,10220.0,324.0,7128.0,1646,5061.0
2005.0,Marin,106210992.0,KAISER FND HOSP - SAN RAFAEL,General Acute Care,Intensive Care,4380.0,202.0,2695.0,674,2560.0
2005.0,Marin,106211006.0,MARIN GENERAL HOSPITAL,General Acute Care,Intensive Care,3650.0,129.0,2620.0,774,1932.0
2005.0,Marin,106214034.0,NOVATO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,174.0,1323.0,442,753.0
2005.0,Mendocino,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,54.0,219.0,50,1344.0
2005.0,Mendocino,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,217.0,939.0,123,861.0
2005.0,Mendocino,106231396.0,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,General Acute Care,Intensive Care,2190.0,225.0,1134.0,360,1641.0
2005.0,Merced,106240924.0,MEMORIAL HOSPITAL LOS BANOS,General Acute Care,Intensive Care,1460.0,53.0,635.0,93,970.0
2005.0,Merced,106240942.0,MERCY MEDICAL CENTER MERCED-COMMUNITY CAMPUS,General Acute Care,Intensive Care,5840.0,856.0,4289.0,0,2407.0
2005.0,Merced,106240948.0,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,General Acute Care,Intensive Care,3650.0,0.0,0.0,0,3650.0
2005.0,Mono,106260011.0,MAMMOTH HOSPITAL,General Acute Care,Intensive Care,730.0,12.0,19.0,0,722.0
2005.0,Monterey,106270744.0,COMMUNITY HOSPITAL MONTEREY PENINSULA,General Acute Care,Intensive Care,1825.0,85.0,962.0,0,947.0
2005.0,Monterey,106270777.0,GEORGE L MEE MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,211.0,940.0,132,863.0
2005.0,Monterey,106270875.0,SALINAS VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,162.0,2742.0,839,448.0
2005.0,Monterey,106274043.0,NATIVIDAD MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,225.0,1701.0,0,2174.0
2005.0,Napa,106281047.0,QUEEN OF THE VALLEY HOSPITAL - NAPA,General Acute Care,Intensive Care,5840.0,271.0,4830.0,908,2188.0
2005.0,Napa,106281078.0,ST. HELENA HOSPITAL,General Acute Care,Intensive Care,4380.0,100.0,2378.0,426,2527.0
2005.0,Nevada,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,730.0,127.0,765.0,279,371.0
2005.0,Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,288.0,1281.0,0,1197.0
2005.0,Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,13140.0,567.0,10260.0,1460,4906.0
2005.0,Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,310.0,4411.0,1309,4873.0
2005.0,Orange,106301097.0,ANAHEIM GENERAL HOSPITAL,General Acute Care,Intensive Care,4380.0,203.0,839.0,268,4012.0
2005.0,Orange,106301098.0,ANAHEIM MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,468.0,5982.0,1543,4058.0
2005.0,Orange,106301127.0,KINDRED HOSPITAL BREA,General Acute Care,Intensive Care,1460.0,50.0,1283.0,85,311.0
2005.0,Orange,106301132.0,KAISER FND HOSP - ANAHEIM,General Acute Care,Intensive Care,4380.0,525.0,3998.0,1040,1947.0
2005.0,Orange,106301140.0,CHAPMAN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,153.0,1088.0,327,3772.0
2005.0,Orange,106301155.0,COLLEGE HOSPITAL COSTA MESA,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1459.0
2005.0,Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,56.0,1362.0,126,1374.0
2005.0,Orange,106301175.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,General Acute Care,Intensive Care,13140.0,599.0,10198.0,1499,5039.0
2005.0,Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,9125.0,203.0,4748.0,2506,7085.0
2005.0,Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,84.0,1320.0,187,1140.0
2005.0,Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,94.0,826.0,215,942.0
2005.0,Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,254.0,2561.0,602,1580.0
2005.0,Orange,106301258.0,COASTAL COMMUNITIES HOSPITAL,General Acute Care,Intensive Care,3285.0,120.0,1256.0,0,2149.0
2005.0,Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,152.0,3411.0,834,1955.0
